id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
196117,Male,53,1,29.0,1,1-2 Year,No,2630.0,124.0,150,0
240979,Male,46,1,46.0,1,1-2 Year,No,2630.0,26.0,24,0
119283,Female,50,1,28.0,0,1-2 Year,Yes,42418.0,35.0,245,1
228718,Female,23,1,24.0,0,< 1 Year,Yes,30172.0,124.0,229,0
11092,Female,39,1,24.0,0,1-2 Year,Yes,25014.0,156.0,180,1
146281,Male,22,1,17.0,0,< 1 Year,Yes,27832.0,152.0,290,0
247229,Male,66,1,28.0,0,1-2 Year,Yes,52620.0,124.0,293,0
259465,Female,25,1,9.0,0,< 1 Year,Yes,23789.0,152.0,293,0
115978,Male,48,1,28.0,0,1-2 Year,Yes,2630.0,26.0,54,0
308377,Female,29,1,18.0,1,< 1 Year,No,29708.0,152.0,153,0
201186,Male,68,1,26.0,1,1-2 Year,No,26924.0,26.0,218,0
340646,Female,77,1,28.0,0,> 2 Years,Yes,50879.0,26.0,209,0
332081,Male,70,1,28.0,0,1-2 Year,No,54339.0,26.0,209,0
308734,Female,27,1,12.0,1,< 1 Year,No,2630.0,152.0,210,0
364114,Female,49,1,35.0,0,> 2 Years,Yes,2630.0,156.0,273,0
48678,Female,26,1,28.0,0,< 1 Year,Yes,37669.0,163.0,129,0
110941,Male,27,1,8.0,1,< 1 Year,No,24417.0,152.0,52,0
350338,Male,30,1,28.0,0,1-2 Year,Yes,23451.0,124.0,137,0
263652,Female,53,1,28.0,0,1-2 Year,Yes,46093.0,13.0,152,0
60964,Female,71,1,35.0,0,1-2 Year,No,29376.0,124.0,91,0
42421,Female,23,1,25.0,0,< 1 Year,No,24593.0,152.0,131,0
93186,Female,22,1,36.0,0,< 1 Year,Yes,26628.0,152.0,243,0
370107,Male,21,1,10.0,1,< 1 Year,No,28233.0,152.0,39,0
299218,Male,50,1,29.0,1,1-2 Year,Yes,2630.0,124.0,86,0
288516,Female,52,1,28.0,0,1-2 Year,Yes,75029.0,124.0,222,0
116286,Male,68,1,9.0,0,1-2 Year,Yes,35231.0,124.0,214,0
296792,Female,21,1,30.0,1,< 1 Year,No,32510.0,152.0,276,0
290407,Female,73,1,8.0,1,1-2 Year,No,40230.0,124.0,72,0
77995,Male,46,1,7.0,0,1-2 Year,Yes,2630.0,26.0,89,1
192212,Female,43,1,28.0,0,1-2 Year,Yes,35162.0,150.0,202,1
251124,Male,58,1,28.0,0,1-2 Year,Yes,2630.0,157.0,204,1
237004,Male,43,1,28.0,0,1-2 Year,Yes,2630.0,124.0,85,0
334768,Female,37,1,32.0,1,1-2 Year,No,34199.0,138.0,152,0
199222,Female,22,1,37.0,1,< 1 Year,No,34517.0,152.0,291,0
289099,Male,51,1,27.0,0,1-2 Year,Yes,2630.0,26.0,175,0
171489,Male,76,1,28.0,0,1-2 Year,Yes,47516.0,52.0,143,0
238563,Female,56,1,8.0,1,1-2 Year,No,37031.0,30.0,288,0
212733,Male,47,1,28.0,0,1-2 Year,Yes,28652.0,12.0,218,1
226843,Male,63,1,28.0,1,1-2 Year,Yes,38794.0,124.0,197,0
331585,Male,51,1,28.0,0,1-2 Year,Yes,42829.0,26.0,244,0
278026,Male,25,1,13.0,0,< 1 Year,No,21610.0,152.0,122,0
185819,Male,24,1,46.0,0,< 1 Year,Yes,42342.0,152.0,292,0
109496,Male,56,1,28.0,0,1-2 Year,Yes,21863.0,26.0,110,0
2693,Male,51,1,29.0,1,1-2 Year,Yes,2630.0,26.0,187,0
373947,Male,37,1,11.0,0,1-2 Year,Yes,38591.0,124.0,197,1
136528,Female,66,1,28.0,0,1-2 Year,Yes,37225.0,8.0,244,0
123146,Male,21,1,15.0,0,< 1 Year,Yes,29354.0,152.0,80,0
143017,Male,49,1,28.0,0,1-2 Year,Yes,65737.0,26.0,75,0
353731,Female,55,1,17.0,0,1-2 Year,No,30485.0,7.0,270,0
353102,Female,49,1,28.0,1,1-2 Year,No,35515.0,122.0,235,0
225365,Male,47,1,48.0,0,> 2 Years,Yes,2630.0,26.0,90,0
273874,Female,25,1,30.0,1,< 1 Year,No,2630.0,152.0,245,0
89180,Female,23,1,36.0,0,< 1 Year,Yes,26608.0,160.0,145,0
53827,Male,39,1,43.0,1,1-2 Year,No,33627.0,152.0,141,0
93385,Male,22,1,9.0,0,< 1 Year,Yes,37471.0,152.0,99,1
138586,Male,27,1,32.0,0,< 1 Year,Yes,32152.0,152.0,217,0
19902,Male,42,1,38.0,0,1-2 Year,Yes,20936.0,157.0,92,0
181903,Male,42,1,8.0,0,1-2 Year,Yes,34306.0,124.0,165,0
157826,Female,31,1,14.0,0,1-2 Year,Yes,2630.0,157.0,27,0
32898,Male,47,1,3.0,1,1-2 Year,No,26659.0,26.0,212,0
275047,Female,70,1,45.0,1,1-2 Year,No,29130.0,124.0,270,0
130405,Male,61,1,28.0,0,1-2 Year,Yes,30036.0,124.0,71,0
164743,Male,24,1,22.0,0,< 1 Year,Yes,2630.0,152.0,284,0
205922,Male,78,1,15.0,0,1-2 Year,Yes,2630.0,26.0,44,0
158665,Female,24,1,28.0,1,< 1 Year,No,36774.0,152.0,200,0
297529,Female,39,1,28.0,0,1-2 Year,Yes,35375.0,124.0,245,1
75271,Male,49,1,46.0,1,1-2 Year,No,2630.0,124.0,45,0
203579,Female,23,1,37.0,1,< 1 Year,No,31472.0,151.0,205,0
194731,Male,52,1,48.0,0,1-2 Year,Yes,2630.0,124.0,63,1
49420,Female,44,1,28.0,0,1-2 Year,Yes,38086.0,122.0,79,0
381018,Male,55,1,13.0,0,> 2 Years,Yes,29850.0,157.0,133,0
224095,Female,58,1,7.0,1,1-2 Year,Yes,52939.0,26.0,156,0
197592,Female,21,1,47.0,1,< 1 Year,No,30261.0,152.0,175,0
24806,Male,56,1,31.0,0,> 2 Years,Yes,2630.0,148.0,40,0
114494,Female,79,1,37.0,1,1-2 Year,No,28691.0,26.0,106,0
57790,Female,26,1,11.0,0,< 1 Year,No,27679.0,152.0,252,0
33476,Female,42,1,28.0,0,1-2 Year,Yes,61370.0,26.0,104,1
62941,Female,41,1,33.0,1,1-2 Year,No,22919.0,124.0,285,0
132192,Male,31,1,47.0,1,< 1 Year,No,45067.0,152.0,255,0
148805,Male,56,1,8.0,0,1-2 Year,Yes,44531.0,124.0,32,0
337835,Male,25,1,6.0,1,< 1 Year,No,33443.0,152.0,207,0
319496,Male,67,1,46.0,0,1-2 Year,Yes,22973.0,26.0,121,0
311074,Female,33,1,28.0,1,< 1 Year,No,41137.0,152.0,288,0
240679,Female,29,1,37.0,1,< 1 Year,No,40254.0,152.0,201,0
183599,Male,64,1,46.0,0,> 2 Years,Yes,2630.0,26.0,95,1
154051,Male,45,1,28.0,1,1-2 Year,No,34444.0,124.0,149,0
287218,Male,78,1,28.0,0,1-2 Year,Yes,57107.0,26.0,176,0
59988,Female,63,1,28.0,1,1-2 Year,No,47927.0,26.0,63,0
91405,Female,22,1,41.0,1,< 1 Year,No,38346.0,152.0,272,0
259162,Male,22,1,28.0,1,< 1 Year,No,40813.0,152.0,122,0
82416,Male,62,1,28.0,1,1-2 Year,No,29195.0,26.0,197,0
369381,Male,24,1,30.0,0,< 1 Year,Yes,29856.0,124.0,246,0
24822,Female,32,1,28.0,0,< 1 Year,Yes,36919.0,26.0,175,1
280576,Female,25,1,30.0,0,< 1 Year,Yes,20691.0,152.0,153,0
290918,Female,57,1,28.0,0,1-2 Year,Yes,42766.0,156.0,134,1
49404,Female,26,1,15.0,0,< 1 Year,Yes,2630.0,152.0,122,1
170605,Female,23,1,32.0,0,< 1 Year,Yes,2630.0,160.0,221,0
295793,Female,41,1,3.0,0,1-2 Year,Yes,2630.0,156.0,220,0
75822,Female,71,1,29.0,1,1-2 Year,No,32049.0,26.0,115,0
51777,Male,24,1,8.0,1,< 1 Year,No,26141.0,152.0,63,0
28232,Female,23,1,21.0,1,< 1 Year,No,27852.0,152.0,80,0
294773,Male,38,1,50.0,1,1-2 Year,No,18065.0,124.0,98,0
96371,Female,73,1,9.0,0,1-2 Year,Yes,25435.0,26.0,241,0
375689,Male,40,1,20.0,0,1-2 Year,Yes,2630.0,124.0,178,1
271202,Male,20,1,41.0,1,< 1 Year,No,44277.0,160.0,228,0
108247,Female,34,1,17.0,0,1-2 Year,Yes,25409.0,154.0,236,0
237651,Female,59,1,8.0,0,1-2 Year,Yes,45919.0,124.0,275,1
60104,Female,45,1,15.0,0,1-2 Year,Yes,25554.0,124.0,24,1
88957,Male,36,1,8.0,0,1-2 Year,No,47612.0,124.0,216,0
152506,Female,23,1,28.0,1,< 1 Year,No,60142.0,152.0,231,0
347546,Male,77,1,28.0,1,1-2 Year,No,58476.0,26.0,93,0
209427,Male,59,1,23.0,1,1-2 Year,No,29790.0,124.0,246,0
183456,Female,23,1,34.0,0,< 1 Year,Yes,27662.0,26.0,181,0
277760,Female,50,1,28.0,0,1-2 Year,No,31770.0,152.0,233,0
223895,Male,51,1,28.0,0,1-2 Year,Yes,29311.0,60.0,289,0
89207,Male,24,1,15.0,1,< 1 Year,No,33335.0,152.0,21,0
264771,Male,58,1,31.0,1,1-2 Year,No,2630.0,26.0,121,0
154980,Female,44,1,26.0,0,1-2 Year,Yes,2630.0,156.0,199,0
264817,Female,72,1,28.0,0,1-2 Year,Yes,53586.0,124.0,68,0
159048,Male,40,1,8.0,0,1-2 Year,Yes,35327.0,124.0,134,0
188117,Male,23,1,13.0,1,< 1 Year,No,29699.0,152.0,253,0
205820,Male,43,1,28.0,0,1-2 Year,Yes,2630.0,124.0,216,1
70357,Male,65,1,2.0,0,1-2 Year,Yes,30765.0,124.0,196,0
270309,Female,50,1,50.0,1,1-2 Year,No,29769.0,8.0,215,0
122889,Male,53,1,8.0,0,> 2 Years,Yes,2630.0,157.0,194,0
276142,Female,30,1,33.0,1,< 1 Year,No,46007.0,152.0,206,0
149363,Male,25,1,14.0,0,< 1 Year,No,15862.0,152.0,298,0
344467,Female,27,1,30.0,0,< 1 Year,Yes,2630.0,152.0,193,0
329574,Female,28,1,21.0,1,< 1 Year,No,32011.0,152.0,59,0
114790,Female,38,1,46.0,0,1-2 Year,Yes,25868.0,26.0,232,1
85283,Female,28,1,2.0,1,< 1 Year,No,27416.0,152.0,73,0
326853,Male,40,1,45.0,1,1-2 Year,No,30123.0,152.0,64,0
267574,Male,50,1,28.0,0,1-2 Year,Yes,31484.0,124.0,93,0
359995,Male,28,1,28.0,0,< 1 Year,Yes,2630.0,1.0,16,0
180342,Female,24,1,35.0,1,< 1 Year,Yes,31409.0,156.0,61,0
193602,Male,45,1,28.0,1,1-2 Year,No,41916.0,52.0,120,0
278901,Female,50,1,47.0,0,> 2 Years,Yes,2630.0,124.0,46,1
45725,Female,59,1,28.0,0,1-2 Year,Yes,19679.0,26.0,129,0
17410,Male,22,1,28.0,1,1-2 Year,No,2630.0,158.0,236,0
79308,Male,27,1,14.0,1,< 1 Year,No,19103.0,153.0,141,0
113674,Male,51,1,38.0,0,1-2 Year,No,65552.0,124.0,115,0
40948,Male,24,1,12.0,0,< 1 Year,Yes,49555.0,152.0,27,0
268447,Female,20,1,8.0,1,< 1 Year,No,52252.0,160.0,137,0
40756,Female,41,1,28.0,0,1-2 Year,Yes,27889.0,26.0,115,1
243220,Male,21,1,46.0,1,< 1 Year,No,31604.0,152.0,188,0
313095,Female,64,1,28.0,0,1-2 Year,Yes,57409.0,26.0,58,1
292038,Male,54,1,3.0,0,1-2 Year,Yes,33998.0,124.0,233,0
251986,Male,46,1,8.0,0,1-2 Year,Yes,42447.0,26.0,79,1
317044,Male,64,1,28.0,0,> 2 Years,Yes,37559.0,124.0,123,1
294438,Female,74,1,28.0,0,1-2 Year,Yes,42790.0,124.0,75,0
176478,Male,24,1,41.0,0,< 1 Year,Yes,2630.0,160.0,143,1
269744,Male,38,1,28.0,0,1-2 Year,Yes,49606.0,31.0,166,0
287960,Male,28,1,46.0,1,1-2 Year,No,26916.0,124.0,52,0
341504,Female,63,1,28.0,0,> 2 Years,Yes,33922.0,157.0,104,0
116458,Male,34,1,28.0,0,1-2 Year,Yes,37829.0,156.0,68,1
120823,Female,23,1,29.0,1,< 1 Year,No,32359.0,152.0,205,0
239926,Female,47,1,28.0,0,1-2 Year,Yes,44563.0,26.0,157,0
228349,Male,41,1,28.0,1,1-2 Year,No,45392.0,124.0,193,0
46912,Male,56,1,28.0,0,1-2 Year,Yes,44970.0,55.0,95,1
71507,Female,21,1,37.0,1,< 1 Year,Yes,33650.0,152.0,234,0
267628,Female,39,1,37.0,0,1-2 Year,Yes,31170.0,124.0,59,0
46308,Male,39,1,28.0,0,1-2 Year,Yes,32566.0,124.0,122,0
70420,Male,37,1,30.0,0,1-2 Year,Yes,36654.0,124.0,191,1
317563,Male,28,1,28.0,1,< 1 Year,No,44852.0,152.0,272,0
362123,Female,23,1,28.0,1,< 1 Year,No,52603.0,152.0,91,0
53588,Female,66,1,28.0,0,1-2 Year,Yes,70463.0,124.0,138,0
292186,Male,64,1,28.0,0,1-2 Year,Yes,34981.0,26.0,47,0
101900,Male,42,1,28.0,1,1-2 Year,No,33447.0,26.0,13,0
182221,Male,21,1,9.0,0,< 1 Year,No,25633.0,152.0,134,0
106083,Female,63,1,28.0,0,> 2 Years,Yes,44480.0,26.0,267,0
244156,Male,53,1,28.0,0,1-2 Year,Yes,38396.0,124.0,27,0
349522,Male,47,1,28.0,0,1-2 Year,No,22784.0,26.0,77,0
231455,Male,51,1,18.0,0,1-2 Year,Yes,32392.0,124.0,253,0
153831,Female,23,1,36.0,1,< 1 Year,Yes,34075.0,152.0,298,0
167294,Male,36,1,21.0,0,1-2 Year,No,2630.0,156.0,110,1
255885,Male,35,1,48.0,0,1-2 Year,Yes,2630.0,124.0,214,0
110357,Female,22,1,39.0,0,< 1 Year,Yes,36311.0,152.0,118,1
106155,Female,49,1,8.0,1,1-2 Year,No,35928.0,26.0,16,0
138955,Male,26,1,30.0,1,< 1 Year,No,18207.0,152.0,163,0
38824,Male,45,1,28.0,0,1-2 Year,Yes,49110.0,26.0,277,1
250709,Female,49,1,28.0,0,1-2 Year,Yes,2630.0,26.0,219,0
15190,Female,41,1,28.0,1,1-2 Year,No,34826.0,23.0,161,0
313556,Male,48,0,8.0,0,1-2 Year,Yes,46582.0,26.0,89,0
353049,Female,27,1,28.0,0,< 1 Year,Yes,2630.0,156.0,11,0
56652,Female,24,1,2.0,1,< 1 Year,No,28810.0,152.0,26,0
278131,Female,21,1,8.0,1,< 1 Year,No,29034.0,152.0,119,0
55610,Male,24,1,30.0,0,< 1 Year,Yes,30450.0,152.0,11,0
233342,Male,75,1,0.0,0,1-2 Year,Yes,2630.0,26.0,242,0
196590,Female,25,1,37.0,1,< 1 Year,No,32187.0,152.0,105,0
281200,Male,46,1,28.0,0,1-2 Year,Yes,53260.0,26.0,38,0
237168,Female,41,1,28.0,1,1-2 Year,No,24337.0,124.0,247,0
148165,Female,39,1,33.0,1,1-2 Year,No,31664.0,124.0,36,0
126962,Female,26,1,8.0,1,< 1 Year,No,27148.0,152.0,162,0
133099,Female,74,1,28.0,0,1-2 Year,Yes,31651.0,61.0,180,0
280852,Male,33,1,3.0,1,< 1 Year,No,26797.0,152.0,136,0
88232,Female,37,1,8.0,1,1-2 Year,No,2630.0,124.0,141,0
223520,Male,39,1,28.0,1,1-2 Year,No,36320.0,52.0,243,0
341235,Male,50,1,11.0,0,1-2 Year,Yes,2630.0,157.0,83,0
188165,Female,25,1,14.0,0,< 1 Year,Yes,29758.0,152.0,32,0
362352,Female,32,1,34.0,0,< 1 Year,Yes,25153.0,124.0,98,1
228210,Female,23,1,35.0,1,< 1 Year,No,45767.0,152.0,31,0
207085,Female,39,1,28.0,0,1-2 Year,Yes,37302.0,124.0,237,0
21878,Male,47,1,37.0,1,1-2 Year,Yes,2630.0,124.0,51,0
306439,Male,25,1,8.0,1,< 1 Year,No,39387.0,152.0,130,0
178539,Male,23,1,43.0,1,< 1 Year,No,2630.0,152.0,96,0
241678,Female,23,1,36.0,1,< 1 Year,No,2630.0,152.0,216,0
371040,Female,25,1,28.0,1,< 1 Year,No,70672.0,152.0,202,0
199582,Female,33,1,50.0,1,< 1 Year,No,30971.0,152.0,155,0
347531,Female,24,1,32.0,0,< 1 Year,Yes,30157.0,152.0,68,0
114826,Male,35,1,26.0,0,1-2 Year,Yes,38312.0,124.0,112,0
57356,Male,45,1,28.0,0,1-2 Year,Yes,41996.0,26.0,14,1
241427,Female,23,1,37.0,1,< 1 Year,No,38121.0,151.0,106,0
348522,Male,47,1,28.0,0,1-2 Year,Yes,44802.0,124.0,187,0
111576,Female,42,1,19.0,0,1-2 Year,Yes,34749.0,124.0,182,1
51526,Male,22,1,50.0,1,< 1 Year,No,34767.0,152.0,120,0
313131,Female,51,1,28.0,0,1-2 Year,Yes,51993.0,26.0,29,0
119062,Female,26,1,29.0,1,< 1 Year,No,2630.0,152.0,132,0
111513,Male,60,1,35.0,0,1-2 Year,Yes,26171.0,26.0,230,1
334180,Female,24,1,7.0,0,< 1 Year,Yes,35632.0,152.0,59,0
317126,Female,67,1,28.0,0,1-2 Year,Yes,35257.0,124.0,124,0
109326,Male,45,1,29.0,0,1-2 Year,Yes,29829.0,152.0,27,0
108130,Male,24,1,2.0,0,< 1 Year,Yes,31536.0,152.0,280,0
108464,Female,28,1,50.0,1,< 1 Year,No,41799.0,152.0,246,0
188471,Male,20,1,30.0,0,< 1 Year,Yes,25661.0,160.0,47,0
243363,Male,29,1,30.0,0,1-2 Year,No,26460.0,154.0,74,0
345407,Male,21,1,30.0,0,< 1 Year,No,26580.0,152.0,267,0
5823,Male,23,1,8.0,1,< 1 Year,No,2630.0,107.0,111,0
136730,Female,25,1,11.0,1,< 1 Year,No,29463.0,152.0,71,0
6683,Male,51,1,8.0,1,1-2 Year,No,41015.0,26.0,174,0
284611,Male,35,1,28.0,0,> 2 Years,Yes,32763.0,26.0,285,0
247414,Female,38,1,41.0,1,1-2 Year,No,39693.0,152.0,195,0
144696,Female,23,1,11.0,1,< 1 Year,No,29287.0,152.0,164,0
267672,Female,24,1,28.0,1,< 1 Year,No,21478.0,152.0,44,0
130728,Female,26,1,30.0,1,< 1 Year,No,20102.0,152.0,110,0
245810,Female,25,1,27.0,1,< 1 Year,Yes,21687.0,26.0,198,0
331831,Male,33,1,28.0,0,1-2 Year,Yes,27554.0,157.0,263,0
220419,Male,53,1,16.0,0,1-2 Year,Yes,37412.0,124.0,170,1
252238,Female,32,1,13.0,1,< 1 Year,No,31155.0,152.0,57,0
331367,Male,50,1,8.0,0,1-2 Year,Yes,37252.0,19.0,250,0
208124,Male,61,1,46.0,0,1-2 Year,Yes,29080.0,26.0,66,1
173935,Female,22,1,8.0,0,< 1 Year,Yes,40393.0,152.0,71,0
287297,Male,24,1,26.0,0,< 1 Year,Yes,31804.0,152.0,38,0
132082,Female,63,1,28.0,0,1-2 Year,Yes,53733.0,52.0,98,0
179726,Male,53,1,8.0,0,1-2 Year,Yes,53607.0,26.0,21,0
317508,Female,60,1,28.0,0,> 2 Years,Yes,67188.0,147.0,69,0
178097,Male,26,1,28.0,0,1-2 Year,Yes,45381.0,26.0,93,1
78237,Male,49,1,13.0,0,1-2 Year,No,28470.0,29.0,241,0
94878,Male,40,1,39.0,0,1-2 Year,No,2630.0,124.0,161,0
74306,Female,23,1,37.0,1,< 1 Year,No,30693.0,152.0,256,0
257561,Male,44,1,28.0,0,1-2 Year,Yes,46104.0,122.0,221,1
292145,Female,68,1,28.0,0,> 2 Years,Yes,2630.0,157.0,252,0
361415,Female,45,1,28.0,1,1-2 Year,No,36610.0,124.0,184,0
51999,Female,33,1,28.0,0,1-2 Year,Yes,46059.0,157.0,235,1
182435,Male,28,1,28.0,1,< 1 Year,No,55519.0,26.0,126,0
301898,Male,41,1,28.0,1,1-2 Year,No,35039.0,61.0,237,0
30896,Female,44,1,28.0,1,1-2 Year,Yes,50954.0,124.0,256,0
101281,Male,24,1,8.0,1,< 1 Year,No,27347.0,152.0,18,0
94830,Female,21,1,37.0,0,< 1 Year,Yes,34297.0,152.0,42,0
375347,Female,24,1,15.0,0,< 1 Year,No,26212.0,122.0,134,0
32822,Male,39,1,46.0,1,1-2 Year,No,29293.0,124.0,46,0
90161,Female,44,1,20.0,1,1-2 Year,No,2630.0,124.0,116,0
369176,Male,22,1,8.0,1,< 1 Year,No,33136.0,152.0,73,0
35194,Male,53,1,28.0,1,1-2 Year,No,26418.0,150.0,86,0
10333,Male,25,1,3.0,1,< 1 Year,No,29538.0,152.0,100,0
16447,Male,41,1,27.0,0,1-2 Year,Yes,23355.0,124.0,202,0
151337,Female,21,1,27.0,1,< 1 Year,No,29343.0,160.0,144,0
58717,Male,59,1,30.0,0,1-2 Year,Yes,37788.0,26.0,239,1
336679,Female,28,1,11.0,1,< 1 Year,No,29577.0,152.0,285,0
314067,Female,50,1,46.0,0,1-2 Year,Yes,37415.0,26.0,114,1
232814,Male,27,1,38.0,1,< 1 Year,No,33963.0,152.0,294,0
77242,Female,21,1,8.0,0,< 1 Year,Yes,54526.0,160.0,59,0
89175,Male,43,1,28.0,0,1-2 Year,Yes,30856.0,26.0,219,0
22272,Male,28,1,8.0,1,< 1 Year,No,30450.0,152.0,207,0
97188,Male,49,1,22.0,1,1-2 Year,Yes,27052.0,26.0,253,0
268890,Male,59,1,14.0,1,1-2 Year,No,21941.0,26.0,24,0
321173,Male,67,1,28.0,0,1-2 Year,Yes,2630.0,156.0,160,0
151912,Female,45,1,28.0,0,1-2 Year,Yes,45159.0,26.0,105,0
108074,Male,22,1,10.0,1,< 1 Year,No,36586.0,152.0,264,0
367525,Female,46,1,17.0,0,> 2 Years,Yes,32227.0,124.0,12,1
350420,Male,27,1,35.0,0,< 1 Year,Yes,61468.0,152.0,74,1
149521,Male,56,1,18.0,0,1-2 Year,Yes,2630.0,124.0,208,1
246538,Female,23,1,14.0,1,< 1 Year,No,23306.0,152.0,193,0
27615,Male,29,1,28.0,0,1-2 Year,Yes,35698.0,155.0,248,1
363766,Male,78,0,28.0,0,1-2 Year,Yes,69658.0,59.0,288,0
330785,Male,42,1,3.0,1,1-2 Year,No,2630.0,124.0,15,0
148167,Male,23,1,2.0,1,< 1 Year,No,2630.0,152.0,143,0
60502,Male,50,1,28.0,0,1-2 Year,Yes,42401.0,122.0,270,0
98278,Male,30,1,15.0,1,< 1 Year,No,22763.0,152.0,254,0
292671,Male,48,1,46.0,1,1-2 Year,No,31987.0,124.0,227,0
205091,Male,40,1,45.0,1,1-2 Year,No,28931.0,108.0,266,0
349859,Female,32,1,14.0,1,< 1 Year,No,33988.0,152.0,49,0
299328,Male,53,1,8.0,0,1-2 Year,Yes,39255.0,26.0,19,0
74257,Female,23,1,18.0,1,< 1 Year,No,27990.0,152.0,30,0
331500,Female,25,1,30.0,1,< 1 Year,No,21690.0,152.0,284,0
281415,Male,47,1,8.0,0,1-2 Year,Yes,2630.0,7.0,17,1
90829,Female,29,1,29.0,0,1-2 Year,Yes,2630.0,156.0,168,0
268996,Male,73,1,15.0,1,1-2 Year,No,44294.0,124.0,37,0
46302,Female,42,1,28.0,0,1-2 Year,Yes,2630.0,158.0,60,0
271689,Female,21,1,16.0,1,< 1 Year,Yes,2630.0,152.0,129,0
375467,Female,75,1,33.0,0,1-2 Year,No,28970.0,138.0,115,0
271030,Male,59,1,28.0,0,1-2 Year,Yes,26156.0,26.0,16,0
177615,Male,21,1,28.0,0,< 1 Year,Yes,27610.0,154.0,244,1
167380,Female,27,1,33.0,1,< 1 Year,No,39824.0,152.0,45,0
204804,Female,22,1,46.0,1,< 1 Year,No,25065.0,152.0,86,0
159862,Female,21,1,25.0,1,< 1 Year,No,33370.0,152.0,250,0
147260,Female,62,1,48.0,1,1-2 Year,No,2630.0,124.0,255,0
378966,Male,71,1,28.0,0,1-2 Year,Yes,51175.0,26.0,121,0
189688,Female,26,1,41.0,1,< 1 Year,No,18262.0,152.0,54,0
339044,Male,22,1,50.0,0,< 1 Year,Yes,47164.0,160.0,38,0
61994,Female,23,1,28.0,1,< 1 Year,No,47712.0,152.0,126,0
84673,Male,47,1,28.0,0,1-2 Year,Yes,65636.0,26.0,264,0
79702,Female,67,0,28.0,0,> 2 Years,Yes,77018.0,26.0,143,0
278567,Male,22,1,41.0,1,< 1 Year,No,29073.0,160.0,179,0
68834,Female,21,1,15.0,1,< 1 Year,No,2630.0,160.0,175,0
380517,Male,42,1,28.0,0,1-2 Year,Yes,37093.0,157.0,271,1
275395,Male,22,1,12.0,1,< 1 Year,No,37967.0,152.0,17,0
131270,Male,40,1,8.0,0,1-2 Year,Yes,35651.0,26.0,189,0
31589,Female,25,1,37.0,1,< 1 Year,No,22374.0,26.0,206,0
37739,Female,54,1,28.0,0,1-2 Year,Yes,52950.0,26.0,230,0
81983,Female,43,1,14.0,1,1-2 Year,No,22563.0,26.0,90,0
107039,Female,32,1,28.0,0,1-2 Year,Yes,55322.0,124.0,10,0
241105,Male,23,1,32.0,1,< 1 Year,No,35115.0,26.0,149,0
292434,Male,54,1,46.0,0,> 2 Years,Yes,27745.0,116.0,210,0
224712,Female,26,1,29.0,1,< 1 Year,No,30126.0,152.0,31,0
214814,Male,30,1,28.0,0,< 1 Year,Yes,71659.0,122.0,78,1
292249,Male,33,1,28.0,0,1-2 Year,Yes,36159.0,154.0,222,0
144577,Female,22,1,40.0,0,< 1 Year,No,36472.0,152.0,178,0
157022,Female,51,1,46.0,0,1-2 Year,Yes,36013.0,156.0,296,0
27293,Female,31,1,41.0,1,< 1 Year,No,35742.0,152.0,206,0
125054,Male,34,1,20.0,0,1-2 Year,Yes,2630.0,124.0,263,1
92002,Female,22,1,15.0,1,< 1 Year,No,38338.0,152.0,204,0
133089,Female,27,1,15.0,1,< 1 Year,No,39443.0,152.0,92,0
13272,Female,23,1,8.0,1,< 1 Year,No,34958.0,152.0,98,0
254048,Female,47,1,12.0,0,1-2 Year,Yes,2630.0,156.0,92,1
121429,Male,43,1,28.0,0,1-2 Year,No,32404.0,122.0,270,0
138734,Female,32,1,11.0,0,1-2 Year,Yes,24689.0,154.0,125,1
379649,Male,50,1,36.0,0,> 2 Years,Yes,29947.0,124.0,150,1
208265,Female,85,1,8.0,0,1-2 Year,Yes,65268.0,124.0,245,0
176237,Female,24,1,17.0,1,< 1 Year,No,37603.0,152.0,231,0
94148,Male,63,1,15.0,0,1-2 Year,Yes,29401.0,124.0,176,0
238888,Female,40,1,28.0,0,1-2 Year,Yes,36470.0,156.0,157,0
314012,Male,26,1,18.0,0,1-2 Year,Yes,2630.0,156.0,240,0
347052,Male,23,1,7.0,1,< 1 Year,No,48667.0,152.0,55,0
89099,Male,42,1,20.0,0,1-2 Year,Yes,2630.0,124.0,285,0
134519,Male,42,1,28.0,0,> 2 Years,Yes,63574.0,26.0,88,0
14941,Male,50,1,46.0,0,> 2 Years,Yes,2630.0,124.0,92,0
38534,Female,63,1,28.0,1,1-2 Year,No,24004.0,152.0,17,0
317313,Female,25,1,28.0,1,< 1 Year,No,50949.0,152.0,28,0
299959,Male,53,1,46.0,1,1-2 Year,No,55615.0,26.0,51,0
305909,Female,50,1,28.0,1,1-2 Year,No,48756.0,124.0,112,0
171868,Female,24,1,36.0,1,< 1 Year,No,58059.0,152.0,130,0
168267,Male,64,1,8.0,0,1-2 Year,Yes,2630.0,160.0,106,0
231699,Male,48,1,18.0,1,1-2 Year,Yes,37661.0,26.0,43,0
291306,Male,38,1,46.0,0,1-2 Year,No,41594.0,11.0,148,0
222402,Male,27,1,35.0,0,< 1 Year,Yes,26411.0,26.0,16,0
211759,Female,23,1,8.0,1,< 1 Year,No,28501.0,160.0,28,0
